title,description,source,published_at,url,content
Netherlands vs Namibia live streaming: Where to watch today's T20 WC match?,Netherlands captain Scott Edwards won the toss and elected to bowl first against Namibia in Match 10 of the ICC T20 World Cup 2026,Business Standard,2026-02-10T05:18:41Z,https://www.business-standard.com/cricket/icc-t20-world-cup/netherlands-vs-namibia-live-streaming-where-to-watch-today-s-t20-wc-match-126021000335_1.html,"Netherlands captain Scott Edwards won the toss and elected to bowl first against Namibia in Match 10 of the ICC T20 World Cup 2026
ICC Mens T20 World Cup 2026 Broadcast and streaming partners
BS We… [+6370 chars]"
Actress Tamannaah Bhatia set to front with KSDL for Mysuru Sandal Soap relaunch,"Karnataka Soaps and Detergents Ltd (KSDL) has partnered with actress Tamannaah Bhatia for a two-year brand ambassador deal to boost its market presence, especially in North India. The iconic Mysuru Sandal Soap will also receive updated packaging. KSDL aims to…",The Times of India,2026-02-10T05:00:35Z,https://timesofindia.indiatimes.com/city/bengaluru/actress-tamannaah-bhatia-set-to-front-with-ksdl-for-mysuru-sandal-soap-relaunch/articleshow/128141180.cms,"Follow Us On Social Media
Keir Starmer Refuses To Quit As British PM Amid Fallout Over Epstein Files | I Wont Walk AwayChennai: Health Initiatives, Court Case, Political Move &amp; Army Veterans Sta… [+1473 chars]"
"Fulton ready to test combinations & build squad for WC, Asiad as Pro League begins","Indian men's hockey team faces controversy as three senior players are rested for the FIH Pro League. Coach Craig Fulton emphasizes testing combinations and building squad depth for upcoming Asian Games and World Cup, aiming for Olympic qualification. He stre…",The Times of India,2026-02-10T04:54:53Z,https://timesofindia.indiatimes.com/city/bhubaneswar/fulton-ready-to-test-combinations-build-squad-for-wc-asiad-as-pro-league-begins/articleshow/128141563.cms,"Follow Us On Social Media
Keir Starmer Refuses To Quit As British PM Amid Fallout Over Epstein Files | I Wont Walk AwayChennai: Health Initiatives, Court Case, Political Move &amp; Army Veterans Sta… [+1473 chars]"
"T20 World Cup 2026 today's matches: PAK vs USA, NED vs NAM, NZ vs UAE",The ICC T20 World Cup 2026 action on Tuesday will start with the Netherlands taking on Namibia in Match 10 at the Arun Jaitley Stadium in New Delhi,Business Standard,2026-02-10T04:52:28Z,https://www.business-standard.com/cricket/icc-t20-world-cup/t20-world-cup-2026-today-s-matches-pak-vs-usa-ned-vs-nam-nz-vs-uae-126020901311_1.html,"The ICC T20 World Cup 2026 action on Tuesday will start with the Netherlands taking on Namibia in Match 10 at the Arun Jaitley Stadium in New Delhi
T20 World Cup 2026 today's matches
Aditya Kaushik… [+4363 chars]"
"Salesforce layoffs surface on LinkedIn: US cloud software giant announces job cuts. From marketing to data analytics, full list of worst-hit departments","Salesforce job cuts: Salesforce, the American cloud software giant, has announced job cuts that involved fewer than 1,000 roles. Various departments such as marketing, product management, data analytics, and Salesforce's Agentforce AI product have been hit du…",The Times of India,2026-02-10T04:49:18Z,https://economictimes.indiatimes.com/news/new-updates/salesforce-layoffs-surface-on-linkedin-us-cloud-software-giant-announces-job-cuts-from-marketing-to-data-analytics-full-list-of-worst-hit-departments/articleshow/128141480.cms,"Artificial Intelligence is shaking up the tech world yet again, this time at Salesforce. Salesforce, a leading cloud computing company, made cuts to its workforce at the beginning of this month, repo… [+3074 chars]"
Sri Lanka President thanks Pakistan PM for India match boycott withdrawal,"Sri Lanka's President Anura Kumara Dissanayake has thanked Pakistan Prime Minister Shehbaz Sharif for directing the Pakistan Cricket Board (PCB) to end the boycott of their T20 World Cup match against India here on February 15.
The India-Pakistan match will g…",Business Standard,2026-02-10T04:45:18Z,https://www.business-standard.com/cricket/icc-t20-world-cup/sri-lanka-president-thanks-pakistan-pm-for-india-match-boycott-withdrawal-126021000182_1.html,Sri Lanka's President Anura Kumara Dissanayake has thanked Pakistan Prime Minister Shehbaz Sharif for directing the Pakistan Cricket Board (PCB) to end the boycott of their T20 World Cup match agains… [+1140 chars]
What is the effect of weak Mercury in the horoscope? How to fix it in simple ways,"Experiencing overthinking, anxiety, or memory lapses? Vedic astrology suggests these could signal a weak Mercury, impacting intellect and communication. Ancient texts link this to specific planetary positions and afflictions. Fortunately, simple remedies like…",The Times of India,2026-02-10T04:33:56Z,https://timesofindia.indiatimes.com/astrology/planets-transits/what-is-the-effect-of-weak-mercury-in-the-horoscope-how-to-fix-it-in-simple-ways/articleshow/128110887.cms,"Follow Us On Social Media
Keir Starmer Refuses To Quit As British PM Amid Fallout Over Epstein Files | I Wont Walk AwayChennai: Health Initiatives, Court Case, Political Move &amp; Army Veterans Sta… [+1473 chars]"
President Anurath intervenes in the issue: Pakistan agrees to a cricket match with India in Colombo,"The Pakistan government and its cricket board have decided to withdraw their decision to boycott the crucial match between India and Pakistan, which was scheduled to be held under the 2026 T20 World Cup Cricket Tournament. The match was to be held at the R. P…",Gossiplankanews.com,2026-02-10T04:20:13Z,https://english.gossiplankanews.com/2026/02/president-anurath-intervenes-in-issue.html,"The Pakistan government and its cricket board have decided to withdraw their decision to boycott the crucial match between India and Pakistan, which was scheduled to be held under the 2026 T20 World … [+1899 chars]"
"Super Bowl LX 2026: Who is Alex Gonzalez, and what was written on his body when he crashed the field?","A streaker disrupted Super Bowl LX at Levi's Stadium, briefly halting the game in the fourth quarter. The shirtless man, identified as trader Alex Gonzalez, ran onto the field with ""Trade with Athena"" and his handle ""@fxalexg"" written on his back, revealing i…",The Times of India,2026-02-10T03:58:04Z,https://timesofindia.indiatimes.com/etimes/trending/super-bowl-lx-2026-who-is-alex-gonzalez-and-what-was-written-on-his-body-when-he-crashed-the-field/articleshow/128139912.cms,"<ul><li>News</li>
<li>lifestyle</li>
<li>trending</li>
<li>Super Bowl LX 2026: Who is Alex Gonzalez, and what was written on his body when he crashed the field?</li></ul>
Follow Us On Social Medi… [+1558 chars]"
"Jammu weather today: Temperatures to plunge as rain, thunderstorms likely today amid western disturbance impact? Check IMD's latest forecast",Weather update in Jammu: The temperatures in Jammu are likely to see a drop as the India Meteorological Department (IMD) has predicted cloudy skies with one or two spells of rain with thunderstorms today. A short spell of rainfall or snow is also expected on …,The Times of India,2026-02-10T03:57:43Z,https://economictimes.indiatimes.com/news/new-updates/jammu-weather-today-temperatures-to-plunge-as-rain-thunderstorms-likely-today-amid-western-disturbance-impact-check-imds-latest-forecast/articleshow/128140072.cms,"Jammu city is likely to witness general cloudy skies on Tuesday with one or two spells of rain or thundershowers, the India Meteorological Department (IMD) has predicted. According to the weather dep… [+2866 chars]"
T20 World Cup: Sri Lanka President thanks Pakistan PM for India match boycott withdrawal,Sri Lanka's President Anura Kumara Dissanayake thanked Pakistan Prime Minister Shehbaz Sharif. Sharif directed the Pakistan Cricket Board to end their boycott of the T20 World Cup match against India. The match will now proceed as scheduled. This decision fol…,The Times of India,2026-02-10T03:44:00Z,https://economictimes.indiatimes.com/news/sports/t20-world-cup-sri-lanka-president-thanks-pakistan-pm-for-india-match-boycott-withdrawal/articleshow/128139845.cms,Colombo: Sri Lanka's President Anura Kumara Dissanayake has thanked Pakistan Prime Minister Shehbaz Sharif for directing the Pakistan Cricket Board (PCB) to end the boycott of their T20 World Cup mat… [+985 chars]
China's influence in Bangladesh likely to deepen as India's ties decline,"China has stepped up its investment and diplomatic outreach in Dhaka, most recently signing a defence deal to build a drone factory near Bangladesh's border with India",Business Standard,2026-02-10T03:23:58Z,https://www.business-standard.com/world-news/china-s-influence-in-bangladesh-likely-to-deepen-as-india-s-ties-decline-126021000077_1.html,"China's influence in Bangladesh, boosted by the 2024 ouster of New Delhi-aligned leader Sheikh Hasina, is likely to deepen after this week's election, although politicians and analysts say India is t… [+6366 chars]"
"India-Pakistan T20 World Cup match: From boycott to surrender, how Mohsin Naqvi and Shehbaz Sharif took a complete U-turn in 10 days","India-Pakistan T20 World Cup match: The India-Pakistan T20 World Cup match will be held on February 15 after Pakistan took a complete U-turn and decided to play the match. Just a week back, PCB's chief Mohsin Naqvi and Shehbaz Sharif were stern on their stanc…",The Times of India,2026-02-10T03:23:02Z,https://economictimes.indiatimes.com/news/new-updates/india-pakistan-t20-world-cup-match-from-boycott-to-surrender-how-mohsin-naqvi-and-shehbaz-sharif-took-a-complete-u-turn-in-10-days/articleshow/128139126.cms,"On February 1, Pakistan said it will not take the field against India at the 2026 ICC Men's T20 World Cup, the government of Pakistan said in an official statement. And in just ten days, Pakistan too… [+6275 chars]"
Cricket: India-Pakistan T20 World Cup clash back on after boycott ends,Pakistan had decided to forfeit its high-profile T20 World Cup match against India after the ICC rejected Bangladesh's security concerns about playing in India and replaced them with Scotland. The high-stakes match between India and Pakistan at the T20 World …,DW (English),2026-02-10T03:11:00Z,https://www.dw.com/en/cricket-india-pakistan-t20-world-cup-clash-back-on-after-boycott-ends/a-75887991,"The high-stakes match between India and Pakistan at the T20 World Cup is back on after the Pakistani government on Monday directed its national cricket team to play India.
The announcement ends a we… [+3116 chars]"
"Iran was one of the first countries to establish diplomatic relations with India, says Ambassador Sibi George",India and Iran mark 75 years of diplomatic ties. This relationship is built on thousands of years of shared history and culture. Both nations have strong people-to-people connections. The Chabahar Port project symbolizes their cooperation and boosts regional …,The Times of India,2026-02-10T03:02:48Z,https://economictimes.indiatimes.com/news/india/iran-was-one-of-the-first-countries-to-establish-diplomatic-relations-with-india-says-ambassador-sibi-george/articleshow/128138842.cms,"New Delhi: On the 47th anniversary of the Islamic revolution, Secretary (West) in the Ministry of External Affairs, Sibi George spoke about India's 75-year-old diplomatic relations with Iran.He said,… [+2545 chars]"
China set to deepen influence in Bangladesh after election as India ties strain,"While ties with India have deteriorated amid political, diplomatic and cricket-related disputes, analysts say Bangladesh cannot afford to sideline its powerful neighbour entirely",BusinessLine,2026-02-10T02:20:20Z,https://www.thehindubusinessline.com/news/world/china-set-to-deepen-influence-in-bangladesh-after-election-as-india-ties-strain/article70613638.ece,"Chinas influence in
Bangladesh, boosted by the 2024 ouster of New Delhi-aligned
leader Sheikh Hasina, is likely to deepen after this week's
election, although politicians and analysts say India is… [+6278 chars]"
Pakistan to play India in World Cup clash,"Mumbai, Feb 10: Pakistan has withdrawn its earlier decision to boycott the match against India in the ICC T20 World […]
The post Pakistan to play India in World Cup clash appeared first on Peoples' Review.",Mypeoplesreview.com,2026-02-10T02:00:00Z,https://mypeoplesreview.com/2026/02/10/pakistan-to-play-india-in-world-cup-clash/,"Mumbai, Feb 10: Pakistan has withdrawn its earlier decision to boycott the match against India in the ICC T20 World Cup 2026. Pakistan will now face India in the group stage match scheduled for Febru… [+1229 chars]"
"US trims Bangladesh tariffs to 19%, eases access for some garments","Bangladesh on Monday secured a reduced 19 per cent tariff under a trade agreement with the United States that would exempt some textiles and garments manufactured with US materials, interim government chief Muhammad Yunus said.
In an X post, he said Washingto…",Business Standard,2026-02-10T01:43:37Z,https://www.business-standard.com/world-news/us-trims-bangladesh-tariffs-to-19-eases-access-for-some-garments-126021000033_1.html,"Bangladesh on Monday secured a reduced 19 per cent tariff under a trade agreement with the United States that would exempt some textiles and garments manufactured with US materials, interim governmen… [+3046 chars]"
"T20 World Cup match: Pakistan government ends boycott threat, India match back on schedule",India vs Pakistan T20 World Cup clash will be played on February 15 in Colombo after Pakistan withdrew its boycott call following talks with Bangladesh and Sri Lanka.,BusinessLine,2026-02-10T01:23:29Z,https://www.thehindubusinessline.com/news/sports/t20-world-cup-match-pakistan-government-ends-boycott-threat-india-match-back-on-schedule/article70613604.ece,"The India-Pakistan match in the T20 World Cup will go ahead as scheduled after Pakistan's government decided to withdraw its boycott call following persuasion from Bangladesh and Sri Lanka, ending an… [+1204 chars]"
Analysis-China set to widen footprint in Bangladesh as India’s ties decline,"By Tora AgarwalaDHAKA, Feb 10 (Reuters) - China’s influence in Bangladesh, boosted by the 2024 ouster of New Delhi‑aligned leader Sheikh Hasina, is likely to deepen after… Leggi",Internazionale.it,2026-02-10T01:12:06Z,https://www.internazionale.it/ultime-notizie-reuters/2026/02/10/analysis-china-set-to-widen-footprint-in-bangladesh-as-india-s-ties-decline,"di Tora Agarwala
DHAKA, 10 febbraio (Reuters) - Linfluenza della Cina in Bangladesh, favorita dallestromissione nel 2024 della leader Sheikh Hasina, allineata con New Delhi, è destinata ad aumentare… [+7242 chars]"
Best of BS Opinion: Automation surge and the fragile nuclear peace,Here are the best of Business Standard's opinion pieces for today,Business Standard,2026-02-10T00:45:08Z,https://www.business-standard.com/opinion/specials/best-of-bs-opinion-automation-surge-and-the-fragile-nuclear-peace-126020901321_1.html,"Here are the best of Business Standard's opinion pieces for today
Illustration: Ajaya Kumar Mohanty
Abhijeet KumarNew Delhi
Anthropics launch of Claude Cowork has unsettled the global technology i… [+2790 chars]"
Test Match Special Podcast,"Mark Chapman is joined by Tymal Mills, Phil Tufnell and Stephan Shemilt.",BBC News,2026-02-09T23:40:00Z,https://www.bbc.co.uk/sounds/play/p0n03ttt,"Available for 29 days
Mark Chapman is joined by T20 World Cup winner Tymal Mills, former England spinner Phil Tufnell and Chief Cricket Reporter Stephan Shemilt to discuss the opening few days of th… [+571 chars]"
Papers: Man Utd still planning for future without Rashford,The top stories and transfer rumours from Tuesday's newspapers...,Sky Sports,2026-02-09T22:20:00Z,https://www.skysports.com/football/transfer-paper-talk/12709/13505501/marcus-rashford-manchester-united-still-planning-for-future-without-on-loan-barcelona-forward-paper-talk,"The top stories and transfer rumours from Tuesday's newspapers...
PREMIER LEAGUE 
Manchester United are still planning for the future without Marcus Rashford, who is on a season-long loan at Barcel… [+3719 chars]"
Pakistan ends boycott and will face India at T20 World Cup,"Pakistan reversed its decision to boycott the T20 World Cup game against India and was directed to “take the field” in Colombo next Sunday. A weeklong impasse ended on Monday, a day after International Cricket Council director Imran Khawaja and Bangladesh Cri…",Japan Today,2026-02-09T22:00:59Z,https://japantoday.com/category/sports/pakistan-ends-boycott-and-will-face-india-at-t20-world-cup,"Pakistan reversed its decision to boycott the T20 World Cup game against India and was directed to take the field in Colombo next Sunday.
A weeklong impasse ended on Monday, a day after Internationa… [+3168 chars]"
A precarious peace with the rise of a drone-missile arms race in South Asia,"Post-Operation Sindoor, India and Pakistan are locked in a technology-driven arms race",Business Standard,2026-02-09T20:30:17Z,https://www.business-standard.com/blueprint-defence-magazine/reports/a-precarious-peace-with-the-rise-of-a-drone-missile-arms-race-in-south-asia-126020300809_1.html,"Post-Operation Sindoor, India and Pakistan are locked in a technology-driven arms race"
freefiregen added to PyPI,Free Fire guest account generator library.,Pypi.org,2026-02-09T19:39:56Z,https://pypi.org/project/freefiregen/,"A powerful and reliable Python library for generating and managing Free Fire guest accounts programmatically. Perfect for bot development, account automation, and game testing.
Author: @m2_byteStatu… [+10837 chars]"
"Pakistan reverses World Cup boycott, setting up showdown with India","Pakistan has ‍agreed to play India ​in the ⁠T20 World Cup match scheduled to take ‌place in Colombo this ‍Sunday, February 15.",ABC News (AU),2026-02-09T19:30:20Z,https://www.abc.net.au/news/2026-02-10/pakistan-reverses-world-cup-boycott-to-face-india-t20-world-cup/106324864,"Pakistan has agreed to play India in the T20 World Cup match scheduled to take place in Colombo this Sunday, February 15.
The decision will come as a relief to national governing bodies everywhere, … [+2110 chars]"
India-Pakistan T20WC match on after Pak govt withdraws boycott call,Pakistan will play India in the T20 World Cup as scheduled. The decision follows persuasion from Bangladesh and Sri Lanka. The match is set for February 15 in Colombo. Pakistan's government confirmed the team will take the field. This ends an impasse that sha…,The Times of India,2026-02-09T19:16:03Z,https://economictimes.indiatimes.com/news/sports/india-pakistan-t20wc-match-on-after-pak-govt-withdraws-boycott-call/articleshow/128128166.cms,Islamabad/Dhaka: The India-Pakistan match in the T20 World Cup will go ahead as scheduled after Pakistan's government decided to withdraw its boycott call following persuasion from Bangladesh and Sri… [+4188 chars]
This new platform lets AI ‘rent’ humans for work – here’s how it works,"A new platform, Rentahuman.ai, allows AI systems to hire humans for real-world tasks, sparking widespread online discussion. AI agents now select individuals based on skills and availability, assigning them work and handling payments. This innovative approach…",The Times of India,2026-02-09T18:59:26Z,https://timesofindia.indiatimes.com/etimes/trending/this-new-platform-lets-ai-rent-humans-for-work-heres-how-it-works/articleshow/128127509.cms,"Follow Us On Social Media
'Anomie' box office collections day 4: Bhavanas thriller collects 89 lakhs; Film sees slow runNew Harry Potter series starring Dominic McLaughlin, teased as 'streaming even… [+1568 chars]"
"Pakistan to play India in T20 World Cup, ending a week-long standoff",The fixture on February 15 in Colombo had been in doubt for a week.,New Zealand Herald,2026-02-09T18:59:04Z,https://www.nzherald.co.nz/sport/cricket/cricket-world-cup/pakistan-to-play-india-in-t20-world-cup/TALWKAYAKNHSFHK5MKUU4KLJEM/,Pakistan will play India at the Twenty20 World Cup. Photo / PhotosportPakistans Prime Minister Shehbaz Sharif has cleared the countrys cricket team to play India in the T20 World Cup on February 15 i… [+856 chars]
Pakistan ends boycott and will face India at T20 World Cup,,Yahoo Entertainment,2026-02-09T18:55:30Z,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_ddd32904-cc7b-4eb1-bcb8-dade8301a5c7,"If you click 'Accept all', we and our partners, including 246 who are part of the IAB Transparency &amp; Consent Framework, will also store and / or access information on a device (in other words, us… [+1046 chars]"
We're preparing to play all games at T20 WC: Pakistani pacer Mirza on playing India,"Pakistan cricketer Salman Mirza confirmed the team is focused on the T20 World Cup. He mentioned that playing against India on February 15 is a government decision. The team is preparing for all matches, including the upcoming one against USA. Mirza acknowled…",The Times of India,2026-02-09T18:34:33Z,https://economictimes.indiatimes.com/news/sports/were-preparing-to-play-all-games-at-t20-wc-pakistani-pacer-mirza-on-playing-india/articleshow/128126897.cms,"Colombo, Pakistan pacer Salman Mirza on Monday said that the team is preparing for the entire T20 World Cup and will play against arch-rivals India on February 15 here if his government decides so.Wh… [+3712 chars]"
Pakistan to play T20 World Cup match against India on Feb 15,Pakistan’s government directs cricket team to take the field against India on Feb 15 in Colombo.,Al Jazeera English,2026-02-09T18:25:29Z,https://www.aljazeera.com/sports/2026/2/9/pakistan-to-play-t20-world-cup-match-against-india-on-feb-15,"Pakistans cricket team will play its T20 World Cup match against India on February 15 upon the orders of its government, reversing its earlier decision to boycott the game against its old rival citin… [+274 chars]"
"Pakistan agrees to play India in T20 World Cup match, government says","Feb 9 : Pakistan has agreed to play India in the Twenty20 cricket World Cup match scheduled to take place in Sri Lanka on February 15, Pakistan's government said on Monday, reversing its earlier decision to boycott the game against its old rival citing geopol…",CNA,2026-02-09T18:24:44Z,https://www.channelnewsasia.com/sport/pakistan-agrees-play-india-in-t20-world-cup-match-government-says-5918631,"We know it's a hassle to switch browsers but we want your experience with CNA to be fast, secure and the best it can possibly be.
To continue, upgrade to a supported browser or, for the finest exper… [+30 chars]"
